# Aozora gaiji notation → Unicode mapping (JIS X 0213:2004)
# Source : https://x0213.org/codetable/jisx0213-2004-std.txt
# License: free use/modify/distribute (Project X0213, 2009)
# Format : plane-row-cell<TAB>character<TAB>U+XXXX[+XXXX]
#   plane=1 → Aozora 第3水準1-X-Y
#   plane=2 → Aozora 第4水準2-X-Y
1-1-1	　	3000
2-15-51	橆	6A46
2-15-52	橉	6A49
2-15-53	橺	6A7A
2-15-54	橎	6A4E
2-15-55	橒	6A52
2-15-56	橤	6A64
2-15-57	𣜌	2370C
2-15-58	橾	6A7E
2-15-59	檃	6A83
2-15-60	檋	6A8B
2-15-61	㯰	3BF0
2-15-62	檑	6A91
2-15-63	檟	6A9F
2-15-64	檡	6AA1
2-15-65	𣝤	23764
2-15-66	檫	6AAB
2-15-67	檽	6ABD
2-15-68	櫆	6AC6
2-15-69	櫔	6AD4
2-15-70	櫐	6AD0
2-15-71	櫜	6ADC
2-15-72	櫝	6ADD
2-15-73	𣟿	237FF
2-15-74	𣟧	237E7
2-15-75	櫬	6AEC
2-15-76	櫱	6AF1
2-15-77	櫲	6AF2
2-15-78	櫳	6AF3
2-15-79	櫽	6AFD
2-15-80	𣠤	23824
2-15-81	欋	6B0B
2-15-82	欏	6B0F
2-15-83	欐	6B10
2-15-84	欑	6B11
2-15-85	𣠽	2383D
2-15-86	欗	6B17
2-15-87	㰦	3C26
2-15-88	欯	6B2F
2-15-89	歊	6B4A
2-15-90	歘	6B58
2-15-91	歬	6B6C
2-15-92	歵	6B75
2-15-93	歺	6B7A
2-15-94	殁	6B81
2-78-1	殛	6B9B
2-78-2	殮	6BAE
2-78-3	𣪘	23A98
2-78-4	殽	6BBD
2-78-5	殾	6BBE
2-78-6	毇	6BC7
2-78-7	毈	6BC8
2-78-8	毉	6BC9
2-78-9	毚	6BDA
2-78-10	毦	6BE6
2-78-11	毧	6BE7
2-78-12	毮	6BEE
2-78-13	毱	6BF1
2-78-14	氂	6C02
2-78-15	氊	6C0A
2-78-16	氎	6C0E
2-78-17	氵	6C35
2-78-18	氶	6C36
2-78-19	氺	6C3A
2-78-20	𣱿	23C7F
2-78-21	氿	6C3F
2-78-22	汍	6C4D
2-78-23	汛	6C5B
2-78-24	汭	6C6D
2-78-25	沄	6C84
2-78-26	沉	6C89
2-78-27	㳃	3CC3
2-78-28	沔	6C94
2-78-29	沕	6C95
2-78-30	沗	6C97
2-78-31	沭	6CAD
2-78-32	泂	6CC2
2-78-33	泐	6CD0
2-78-34	㳒	3CD2
2-78-35	泖	6CD6
2-78-36	泚	6CDA
2-78-37	泜	6CDC
2-78-38	泩	6CE9
2-78-39	泬	6CEC
2-78-40	泭	6CED
2-78-41	𣴀	23D00
2-78-42	洀	6D00
2-78-43	洊	6D0A
2-78-44	洤	6D24
2-78-45	洦	6D26
2-78-46	洧	6D27
2-78-47	汧	6C67
2-78-48	洯	6D2F
2-78-49	洼	6D3C
2-78-50	浛	6D5B
2-78-51	浞	6D5E
2-78-52	浠	6D60
2-78-53	浰	6D70
2-78-54	涀	6D80
2-78-55	涁	6D81
2-78-56	涊	6D8A
2-78-57	涍	6D8D
2-78-58	涑	6D91
2-78-59	涘	6D98
2-78-60	𣵀	23D40
2-78-61	渗	6E17
2-78-62	𣷺	23DFA
2-78-63	𣷹	23DF9
2-78-64	𣷓	23DD3
2-78-65	涫	6DAB
2-78-66	涮	6DAE
2-78-67	涴	6DB4
2-78-68	淂	6DC2
2-78-69	洴	6D34
2-78-70	淈	6DC8
2-78-71	淎	6DCE
2-78-72	淏	6DCF
2-78-73	淐	6DD0
2-78-74	淟	6DDF
2-78-75	淩	6DE9
2-78-76	淶	6DF6
2-78-77	渶	6E36
2-78-78	渞	6E1E
2-78-79	渢	6E22
2-78-80	渧	6E27
2-78-81	㴑	3D11
2-78-82	渲	6E32
2-78-83	渼	6E3C
2-78-84	湈	6E48
2-78-85	湉	6E49
2-78-86	湋	6E4B
2-78-87	湌	6E4C
2-78-88	湏	6E4F
2-78-89	湑	6E51
2-78-90	湓	6E53
2-78-91	湔	6E54
2-78-92	湗	6E57
2-78-93	湣	6E63
2-78-94	㴞	3D1E
2-79-1	溓	6E93
2-79-2	溧	6EA7
2-79-3	溴	6EB4
2-79-4	溿	6EBF
2-79-5	滃	6EC3
2-79-6	滊	6ECA
2-79-7	滙	6ED9
2-79-8	漵	6F35
2-79-9	滫	6EEB
2-79-10	滹	6EF9
2-79-11	滻	6EFB
2-79-12	漊	6F0A
2-79-13	漌	6F0C
2-79-14	漘	6F18
2-79-15	漥	6F25
2-79-16	漶	6F36
2-79-17	漼	6F3C
2-79-18	𣽾	23F7E
2-79-19	潒	6F52
2-79-20	潗	6F57
2-79-21	潚	6F5A
2-79-22	潠	6F60
2-79-23	潨	6F68
2-79-24	澘	6F98
2-79-25	潽	6F7D
2-79-26	澐	6F90
2-79-27	澖	6F96
2-79-28	澾	6FBE
2-79-29	澟	6F9F
2-79-30	澥	6FA5
2-79-31	澯	6FAF
2-79-32	㵤	3D64
2-79-33	澵	6FB5
2-79-34	濈	6FC8
2-79-35	濉	6FC9
2-79-36	濚	6FDA
2-79-37	濞	6FDE
2-79-38	濩	6FE9
2-79-39	𤂖	24096
2-79-40	濼	6FFC
2-79-41	瀀	7000
2-79-42	瀇	7007
2-79-43	瀊	700A
2-79-44	瀣	7023
2-79-45	𤄃	24103
2-79-46	瀹	7039
2-79-47	瀺	703A
2-79-48	瀼	703C
2-79-49	灃	7043
2-79-50	灇	7047
2-79-51	灋	704B
2-79-52	㶚	3D9A
2-79-53	灔	7054
2-79-54	灥	7065
2-79-55	灩	7069
2-79-56	灬	706C
2-79-57	灮	706E
2-79-58	灶	7076
2-79-59	灾	707E
2-79-60	炁	7081
2-79-61	炆	7086
2-79-62	炕	7095
2-79-63	炗	7097
2-79-64	炻	70BB
2-79-65	𤇆	241C6
2-79-66	炟	709F
2-79-67	炱	70B1
2-79-68	𤇾	241FE
2-79-69	烬	70EC
2-79-70	烊	70CA
2-79-71	烑	70D1
2-79-72	烓	70D3
2-79-73	烜	70DC
2-79-74	焃	7103
2-79-75	焄	7104
2-79-76	焆	7106
2-79-77	焇	7107
2-79-78	焈	7108
2-79-79	焌	710C
2-79-80	㷀	3DC0
2-79-81	焯	712F
2-79-82	焱	7131
2-79-83	煐	7150
2-79-84	煊	714A
2-79-85	煓	7153
2-79-86	煞	715E
2-79-87	㷔	3DD4
2-79-88	熖	7196
2-79-89	熀	7180
2-79-90	熛	719B
2-79-91	熠	71A0
2-79-92	熢	71A2
2-79-93	熮	71AE
2-79-94	熯	71AF
2-80-1	熳	71B3
2-80-2	𤎼	243BC
2-80-3	燋	71CB
2-80-4	燓	71D3
2-80-5	燙	71D9
2-80-6	燜	71DC
2-80-7	爇	7207
2-80-8	㸅	3E05
2-80-9	爫	FA49
2-80-10	爫	722B
2-80-11	爴	7234
2-80-12	爸	7238
2-80-13	爹	7239
2-80-14	丬	4E2C
2-80-15	牂	7242
2-80-16	牓	7253
2-80-17	牗	7257
2-80-18	牣	7263
2-80-19	𤘩	24629
2-80-20	牮	726E
2-80-21	牯	726F
2-80-22	牸	7278
2-80-23	牿	727F
2-80-24	犎	728E
2-80-25	𤚥	246A5
2-80-26	犭	72AD
2-80-27	犮	72AE
2-80-28	犰	72B0
2-80-29	犱	72B1
2-80-30	狁	72C1
2-80-31	㹠	3E60
2-80-32	狌	72CC
2-80-33	㹦	3E66
2-80-34	㹨	3E68
2-80-35	狳	72F3
2-80-36	狺	72FA
2-80-37	猇	7307
2-80-38	猒	7312
2-80-39	猘	7318
2-80-40	猙	7319
2-80-41	㺃	3E83
2-80-42	猹	7339
2-80-43	猬	732C
2-80-44	猱	7331
2-80-45	猳	7333
2-80-46	猽	733D
2-80-47	獒	7352
2-80-48	㺔	3E94
2-80-49	獫	736B
2-80-50	獬	736C
2-80-51	𤢖	24896
2-80-52	獮	736E
2-80-53	獯	736F
2-80-54	獱	7371
2-80-55	獷	7377
2-80-56	玁	7381
2-80-57	玅	7385
2-80-58	玊	738A
2-80-59	玔	7394
2-80-60	玘	7398
2-80-61	玜	739C
2-80-62	玞	739E
2-80-63	玥	73A5
2-80-64	玨	73A8
2-80-65	玵	73B5
2-80-66	玷	73B7
2-80-67	玹	73B9
2-80-68	玼	73BC
2-80-69	玿	73BF
2-80-70	珅	73C5
2-80-71	珋	73CB
2-80-72	珡	73E1
2-80-73	珧	73E7
2-80-74	珹	73F9
2-80-75	琓	7413
2-80-76	珺	73FA
2-80-77	琁	7401
2-80-78	琤	7424
2-80-79	琱	7431
2-80-80	琹	7439
2-80-81	瑓	7453
2-80-82	瑀	7440
2-80-83	瑃	7443
2-80-84	瑍	744D
2-80-85	瑒	7452
2-80-86	瑝	745D
2-80-87	瑱	7471
2-80-88	璁	7481
2-80-89	璅	7485
2-80-90	璈	7488
2-80-91	𤩍	24A4D
2-80-92	璒	7492
2-80-93	璗	7497
2-80-94	璙	7499
2-81-1	璠	74A0
2-81-2	璡	74A1
2-81-3	璥	74A5
2-81-4	璪	74AA
2-81-5	璫	74AB
2-81-6	璹	74B9
2-81-7	璻	74BB
2-81-8	璺	74BA
2-81-9	瓖	74D6
2-81-10	瓘	74D8
2-81-11	瓞	74DE
2-81-12	瓯	74EF
2-81-13	瓫	74EB
2-81-14	𤭖	24B56
2-81-15	瓺	74FA
2-81-16	𤭯	24B6F
2-81-17	甠	7520
2-81-18	甤	7524
2-81-19	甪	752A
2-81-20	㽗	3F57
2-81-21	𤰖	24C16
2-81-22	甽	753D
2-81-23	甾	753E
2-81-24	畀	7540
2-81-25	畈	7548
2-81-26	畎	754E
2-81-27	畐	7550
2-81-28	畒	7552
2-81-29	畬	756C
2-81-30	畲	7572
2-81-31	畱	7571
2-81-32	畺	757A
2-81-33	畽	757D
2-81-34	畾	757E
2-81-35	疁	7581
2-81-36	𤴔	24D14
2-81-37	疌	758C
2-81-38	㽵	3F75
2-81-39	疢	75A2
2-81-40	㽷	3F77
2-81-41	疰	75B0
2-81-42	疷	75B7
2-81-43	疿	75BF
2-81-44	痀	75C0
2-81-45	痆	75C6
2-81-46	痏	75CF
2-81-47	痓	75D3
2-81-48	痝	75DD
2-81-49	痟	75DF
2-81-50	痠	75E0
2-81-51	痧	75E7
2-81-52	痬	75EC
2-81-53	痮	75EE
2-81-54	痱	75F1
2-81-55	痹	75F9
2-81-56	瘃	7603
2-81-57	瘘	7618
2-81-58	瘇	7607
2-81-59	瘏	760F
2-81-60	㾮	3FAE
2-81-61	𤸎	24E0E
2-81-62	瘓	7613
2-81-63	瘛	761B
2-81-64	瘜	761C
2-81-65	𤸷	24E37
2-81-66	瘥	7625
2-81-67	瘨	7628
2-81-68	瘼	763C
2-81-69	瘳	7633
2-81-70	𤹪	24E6A
2-81-71	㿉	3FC9
2-81-72	癁	7641
2-81-73	𤺋	24E8B
2-81-74	癉	7649
2-81-75	癕	7655
2-81-76	㿗	3FD7
2-81-77	癮	766E
2-81-78	皕	7695
2-81-79	皜	769C
2-81-80	皡	76A1
2-81-81	皠	76A0
2-81-82	皧	76A7
2-81-83	皨	76A8
2-81-84	皯	76AF
2-81-85	𥁊	2504A
2-81-86	盉	76C9
2-81-87	𥁕	25055
2-81-88	盨	76E8
2-81-89	盬	76EC
2-81-90	𥄢	25122
2-81-91	眗	7717
2-81-92	眚	771A
2-81-93	眭	772D
2-81-94	眵	7735
2-82-1	𥆩	251A9
2-82-2	䀹	4039
2-82-3	𥇥	251E5
2-82-4	𥇍	251CD
2-82-5	睘	7758
2-82-6	睠	7760
2-82-7	睪	776A
2-82-8	𥈞	2521E
2-82-9	睲	7772
2-82-10	睼	777C
2-82-11	睽	777D
2-82-12	𥉌	2524C
2-82-13	䁘	4058
2-82-14	瞚	779A
2-82-15	瞟	779F
2-82-16	瞢	77A2
2-82-17	瞤	77A4
2-82-18	瞩	77A9
2-82-19	矞	77DE
2-82-20	矟	77DF
2-82-21	矤	77E4
2-82-22	矦	77E6
2-82-23	矪	77EA
2-82-24	矬	77EC
2-82-25	䂓	4093
2-82-26	矰	77F0
2-82-27	矴	77F4
2-82-28	矻	77FB
2-82-29	𥐮	2542E
2-82-30	砅	7805
2-82-31	砆	7806
2-82-32	砉	7809
2-82-33	砍	780D
2-82-34	砙	7819
2-82-35	砡	7821
2-82-36	砬	782C
2-82-37	硇	7847
2-82-38	硤	7864
2-82-39	硪	786A
2-82-40	𥓙	254D9
2-82-41	碊	788A
2-82-42	碔	7894
2-82-43	碤	78A4
2-82-44	碝	789D
2-82-45	碞	789E
2-82-46	碟	789F
2-82-47	碻	78BB
2-82-48	磈	78C8
2-82-49	磌	78CC
2-82-50	磎	78CE
2-82-51	磕	78D5
2-82-52	磠	78E0
2-82-53	磡	78E1
2-82-54	磦	78E6
2-82-55	磹	78F9
2-82-56	磺	78FA
2-82-57	磻	78FB
2-82-58	磾	78FE
2-82-59	𥖧	255A7
2-82-60	礐	7910
2-82-61	礛	791B
2-82-62	礰	7930
2-82-63	礥	7925
2-82-64	礻	793B
2-82-65	祊	794A
2-82-66	祘	7958
2-82-67	祛	795B
2-82-68	䄅	4105
2-82-69	祧	7967
2-82-70	祲	7972
2-82-71	禔	7994
2-82-72	禕	7995
2-82-73	禖	7996
2-82-74	禛	799B
2-82-75	禡	79A1
2-82-76	禩	79A9
2-82-77	禴	79B4
2-82-78	离	79BB
2-82-79	秂	79C2
2-82-80	秇	79C7
2-82-81	秌	79CC
2-82-82	种	79CD
2-82-83	秖	79D6
2-82-84	䅈	4148
2-82-85	𥞩	257A9
2-82-86	𥞴	257B4
2-82-87	䅏	414F
2-82-88	稊	7A0A
2-82-89	稑	7A11
2-82-90	稕	7A15
2-82-91	稛	7A1B
2-82-92	稞	7A1E
2-82-93	䅣	4163
2-82-94	稭	7A2D
2-83-1	稸	7A38
2-83-2	穇	7A47
2-83-3	穌	7A4C
2-83-4	穖	7A56
2-83-5	穙	7A59
2-83-6	穜	7A5C
2-83-7	穟	7A5F
2-83-8	穠	7A60
2-83-9	穧	7A67
2-83-10	穪	7A6A
2-83-11	穵	7A75
2-83-12	穸	7A78
2-83-13	窂	7A82
2-83-14	窊	7A8A
2-83-15	窐	7A90
2-83-16	窣	7AA3
2-83-17	窬	7AAC
2-83-18	𥧔	259D4
2-83-19	䆴	41B4
2-83-20	窹	7AB9
2-83-21	窼	7ABC
2-83-22	窾	7ABE
2-83-23	䆿	41BF
2-83-24	竌	7ACC
2-83-25	竑	7AD1
2-83-26	竧	7AE7
2-83-27	竨	7AE8
2-83-28	竴	7AF4
2-83-29	𥫤	25AE4
2-83-30	𥫣	25AE3
2-83-31	笇	7B07
2-83-32	𥫱	25AF1
2-83-33	笽	7B3D
2-83-34	笧	7B27
2-83-35	笪	7B2A
2-83-36	笮	7B2E
2-83-37	笯	7B2F
2-83-38	笱	7B31
2-83-39	䇦	41E6
2-83-40	䇳	41F3
2-83-41	筿	7B7F
2-83-42	筁	7B41
2-83-43	䇮	41EE
2-83-44	筕	7B55
2-83-45	筹	7B79
2-83-46	筤	7B64
2-83-47	筦	7B66
2-83-48	筩	7B69
2-83-49	筳	7B73
2-83-50	𥮲	25BB2
2-83-51	䈇	4207
2-83-52	箐	7B90
2-83-53	箑	7B91
2-83-54	箛	7B9B
2-83-55	䈎	420E
2-83-56	箯	7BAF
2-83-57	箵	7BB5
2-83-58	箼	7BBC
2-83-59	篅	7BC5
2-83-60	篊	7BCA
2-83-61	𥱋	25C4B
2-83-62	𥱤	25C64
2-83-63	篔	7BD4
2-83-64	篖	7BD6
2-83-65	篚	7BDA
2-83-66	篪	7BEA
2-83-67	篰	7BF0
2-83-68	簃	7C03
2-83-69	簋	7C0B
2-83-70	簎	7C0E
2-83-71	簏	7C0F
2-83-72	簦	7C26
2-83-73	籅	7C45
2-83-74	籊	7C4A
2-83-75	籑	7C51
2-83-76	籗	7C57
2-83-77	籞	7C5E
2-83-78	籡	7C61
2-83-79	籩	7C69
2-83-80	籮	7C6E
2-83-81	籯	7C6F
2-83-82	籰	7C70
2-83-83	𥸮	25E2E
2-83-84	𥹖	25E56
2-83-85	𥹥	25E65
2-83-86	粦	7CA6
2-83-87	𥹢	25E62
2-83-88	粶	7CB6
2-83-89	粷	7CB7
2-83-90	粿	7CBF
2-83-91	𥻘	25ED8
2-83-92	糄	7CC4
2-83-93	𥻂	25EC2
2-83-94	糈	7CC8
2-84-1	糍	7CCD
2-84-2	𥻨	25EE8
2-84-3	糗	7CD7
2-84-4	𥼣	25F23
2-84-5	糦	7CE6
2-84-6	糫	7CEB
2-84-7	𥽜	25F5C
2-84-8	糵	7CF5
2-84-9	紃	7D03
2-84-10	紉	7D09
2-84-11	䋆	42C6
2-84-12	紒	7D12
2-84-13	紞	7D1E
2-84-14	𥿠	25FE0
2-84-15	𥿔	25FD4
2-84-16	紽	7D3D
2-84-17	紾	7D3E
2-84-18	絀	7D40
2-84-19	絇	7D47
2-84-20	𦀌	2600C
2-84-21	𥿻	25FFB
2-84-22	䋖	42D6
2-84-23	絙	7D59
2-84-24	絚	7D5A
2-84-25	絪	7D6A
2-84-26	絰	7D70
2-84-27	䋝	42DD
2-84-28	絿	7D7F
2-84-29	𦀗	26017
2-84-30	綆	7D86
2-84-31	綈	7D88
2-84-32	綌	7D8C
2-84-33	綗	7D97
2-84-34	𦁠	26060
2-84-35	綝	7D9D
2-84-36	綧	7DA7
2-84-37	綪	7DAA
2-84-38	綶	7DB6
2-84-39	綷	7DB7
2-84-40	緀	7DC0
2-84-41	緗	7DD7
2-84-42	緙	7DD9
2-84-43	緦	7DE6
2-84-44	緱	7DF1
2-84-45	緹	7DF9
2-84-46	䌂	4302
2-84-47	𦃭	260ED
2-84-48	縉	FA58
2-84-49	縐	7E10
2-84-50	縗	7E17
2-84-51	縝	7E1D
2-84-52	縠	7E20
2-84-53	縧	7E27
2-84-54	縬	7E2C
2-84-55	繅	7E45
2-84-56	繳	7E73
2-84-57	繵	7E75
2-84-58	繾	7E7E
2-84-59	纆	7E86
2-84-60	纇	7E87
2-84-61	䌫	432B
2-84-62	纑	7E91
2-84-63	纘	7E98
2-84-64	纚	7E9A
2-84-65	䍃	4343
2-84-66	缼	7F3C
2-84-67	缻	7F3B
2-84-68	缾	7F3E
2-84-69	罃	7F43
2-84-70	罄	7F44
2-84-71	罏	7F4F
2-84-72	㓁	34C1
2-84-73	𦉰	26270
2-84-74	罒	7F52
2-84-75	𦊆	26286
2-84-76	罡	7F61
2-84-77	罣	7F63
2-84-78	罤	7F64
2-84-79	罭	7F6D
2-84-80	罽	7F7D
2-84-81	罾	7F7E
2-84-82	𦍌	2634C
2-84-83	羐	7F90
2-84-84	养	517B
2-84-85	𣴎	23D0E
2-84-86	羖	7F96
2-84-87	羜	7F9C
2-84-88	羭	7FAD
2-84-89	𦐂	26402
2-84-90	翃	7FC3
2-84-91	翏	7FCF
2-84-92	翣	7FE3
2-84-93	翥	7FE5
2-84-94	翯	7FEF
2-85-1	翲	7FF2
2-85-2	耂	8002
2-85-3	耊	800A
2-85-4	耈	8008
2-85-5	耎	800E
2-85-6	耑	8011
2-85-7	耖	8016
2-85-8	耤	8024
2-85-9	耬	802C
2-85-10	耰	8030
2-85-11	聃	8043
2-85-12	聦	8066
2-85-13	聱	8071
2-85-14	聵	8075
2-85-15	聻	807B
2-85-16	肙	8099
2-85-17	肜	809C
2-85-18	肤	80A4
2-85-19	肧	80A7
2-85-20	肸	80B8
2-85-21	𦙾	2667E
2-85-22	胅	80C5
2-85-23	胕	80D5
2-85-24	胘	80D8
2-85-25	胦	80E6
2-85-26	𦚰	266B0
2-85-27	脍	810D
2-85-28	胵	80F5
2-85-29	胻	80FB
2-85-30	䏮	43EE
2-85-31	脵	8135
2-85-32	脖	8116
2-85-33	脞	811E
2-85-34	䏰	43F0
2-85-35	脤	8124
2-85-36	脧	8127
2-85-37	脬	812C
2-85-38	𦜝	2671D
2-85-39	脽	813D
2-85-40	䐈	4408
2-85-41	腩	8169
2-85-42	䐗	4417
2-85-43	膁	8181
2-85-44	䐜	441C
2-85-45	膄	8184
2-85-46	膅	8185
2-85-47	䐢	4422
2-85-48	膘	8198
2-85-49	膲	81B2
2-85-50	臁	81C1
2-85-51	臃	81C3
2-85-52	臖	81D6
2-85-53	臛	81DB
2-85-54	𦣝	268DD
2-85-55	臤	81E4
2-85-56	𦣪	268EA
2-85-57	臬	81EC
2-85-58	𦥑	26951
2-85-59	臽	81FD
2-85-60	臿	81FF
2-85-61	𦥯	2696F
2-85-62	舄	8204
2-85-63	𦧝	269DD
2-85-64	舙	8219
2-85-65	舡	8221
2-85-66	舢	8222
2-85-67	𦨞	26A1E
2-85-68	舲	8232
2-85-69	舴	8234
2-85-70	舼	823C
2-85-71	艆	8246
2-85-72	艉	8249
2-85-73	艅	8245
2-85-74	𦩘	26A58
2-85-75	艋	824B
2-85-76	䑶	4476
2-85-77	艏	824F
2-85-78	䑺	447A
2-85-79	艗	8257
2-85-80	𦪌	26A8C
2-85-81	艜	825C
2-85-82	艣	8263
2-85-83	𦪷	26AB7
2-85-84	艹	FA5D
2-85-85	艹	FA5E
2-85-86	艹	8279
2-85-87	䒑	4491
2-85-88	艽	827D
2-85-89	艿	827F
2-85-90	芃	8283
2-85-91	芊	828A
2-85-92	芓	8293
2-85-93	芧	82A7
2-85-94	芨	82A8
2-86-1	芲	82B2
2-86-2	芴	82B4
2-86-3	芺	82BA
2-86-4	芼	82BC
2-86-5	苢	82E2
2-86-6	苨	82E8
2-86-7	苷	82F7
2-86-8	茇	8307
2-86-9	茈	8308
2-86-10	茌	830C
2-86-11	荔	8354
2-86-12	茛	831B
2-86-13	茝	831D
2-86-14	茰	8330
2-86-15	茼	833C
2-86-16	荄	8344
2-86-17	荗	8357
2-86-18	䒾	44BE
2-86-19	荿	837F
2-86-20	䓔	44D4
2-86-21	䒳	44B3
2-86-22	莍	838D
2-86-23	莔	8394
2-86-24	莕	8395
2-86-25	莛	839B
2-86-26	莝	839D
2-86-27	菉	83C9
2-86-28	菐	83D0
2-86-29	菔	83D4
2-86-30	菝	83DD
2-86-31	菥	83E5
2-86-32	菹	83F9
2-86-33	萏	840F
2-86-34	萑	8411
2-86-35	萕	8415
2-86-36	𦱳	26C73
2-86-37	萗	8417
2-86-38	萹	8439
2-86-39	葊	844A
2-86-40	葏	844F
2-86-41	葑	8451
2-86-42	葒	8452
2-86-43	葙	8459
2-86-44	葚	845A
2-86-45	葜	845C
2-86-46	𦳝	26CDD
2-86-47	葥	8465
2-86-48	葶	8476
2-86-49	葸	8478
2-86-50	葼	847C
2-86-51	蒁	8481
2-86-52	䔍	450D
2-86-53	蓜	84DC
2-86-54	蒗	8497
2-86-55	蒦	84A6
2-86-56	蒾	84BE
2-86-57	䔈	4508
2-86-58	蓎	84CE
2-86-59	蓏	84CF
2-86-60	蓓	84D3
2-86-61	𦹥	26E65
2-86-62	蓧	84E7
2-86-63	蓪	84EA
2-86-64	蓯	84EF
2-86-65	蓰	84F0
2-86-66	蓱	84F1
2-86-67	蓺	84FA
2-86-68	蓽	84FD
2-86-69	蔌	850C
2-86-70	蔛	851B
2-86-71	蔤	8524
2-86-72	蔥	8525
2-86-73	蔫	852B
2-86-74	蔴	8534
2-86-75	蕏	854F
2-86-76	蕯	856F
2-86-77	䔥	4525
2-86-78	䕃	4543
2-86-79	蔾	853E
2-86-80	蕑	8551
2-86-81	蕓	8553
2-86-82	蕞	855E
2-86-83	蕡	8561
2-86-84	蕢	8562
2-86-85	𦾔	26F94
2-86-86	蕻	857B
2-86-87	蕽	857D
2-86-88	蕿	857F
2-86-89	薁	8581
2-86-90	薆	8586
2-86-91	薓	8593
2-86-92	薝	859D
2-86-93	薟	859F
2-86-94	𦿸	26FF8
2-87-1	𦿶	26FF6
2-87-2	𦿷	26FF7
2-87-3	薷	85B7
2-87-4	薼	85BC
2-87-5	藇	85C7
2-87-6	藊	85CA
2-87-7	藘	85D8
2-87-8	藙	85D9
2-87-9	藟	85DF
2-87-10	藡	85E1
2-87-11	藦	85E6
2-87-12	藶	85F6
2-87-13	蘀	8600
2-87-14	蘑	8611
2-87-15	蘞	861E
2-87-16	蘡	8621
2-87-17	蘤	8624
2-87-18	蘧	8627
2-87-19	𧄍	2710D
2-87-20	蘹	8639
2-87-21	蘼	863C
2-87-22	𧄹	27139
2-87-23	虀	8640
2-87-24	蘒	FA20
2-87-25	虓	8653
2-87-26	虖	8656
2-87-27	虯	866F
2-87-28	虷	8677
2-87-29	虺	867A
2-87-30	蚇	8687
2-87-31	蚉	8689
2-87-32	蚍	868D
2-87-33	蚑	8691
2-87-34	蚜	869C
2-87-35	蚝	869D
2-87-36	蚨	86A8
2-87-37	﨡	FA21
2-87-38	蚱	86B1
2-87-39	蚳	86B3
2-87-40	蛁	86C1
2-87-41	蛃	86C3
2-87-42	蛑	86D1
2-87-43	蛕	86D5
2-87-44	蛗	86D7
2-87-45	蛣	86E3
2-87-46	蛦	86E6
2-87-47	䖸	45B8
2-87-48	蜅	8705
2-87-49	蜇	8707
2-87-50	蜎	870E
2-87-51	蜐	8710
2-87-52	蜓	8713
2-87-53	蜙	8719
2-87-54	蜟	871F
2-87-55	蜡	8721
2-87-56	蜣	8723
2-87-57	蜱	8731
2-87-58	蜺	873A
2-87-59	蜾	873E
2-87-60	蝀	8740
2-87-61	蝃	8743
2-87-62	蝑	8751
2-87-63	蝘	8758
2-87-64	蝤	8764
2-87-65	蝥	8765
2-87-66	蝲	8772
2-87-67	蝼	877C
2-87-68	𧏛	273DB
2-87-69	𧏚	273DA
2-87-70	螧	87A7
2-87-71	螉	8789
2-87-72	螋	878B
2-87-73	螓	8793
2-87-74	螠	87A0
2-87-75	𧏾	273FE
2-87-76	䗥	45E5
2-87-77	螾	87BE
2-87-78	𧐐	27410
2-87-79	蟁	87C1
2-87-80	蟎	87CE
2-87-81	蟵	87F5
2-87-82	蟟	87DF
2-87-83	𧑉	27449
2-87-84	蟣	87E3
2-87-85	蟥	87E5
2-87-86	蟦	87E6
2-87-87	蟪	87EA
2-87-88	蟫	87EB
2-87-89	蟭	87ED
2-87-90	蠁	8801
2-87-91	蠃	8803
2-87-92	蠋	880B
2-87-93	蠓	8813
2-87-94	蠨	8828
2-88-1	蠮	882E
2-88-2	蠲	8832
2-88-3	蠼	883C
2-88-4	䘏	460F
2-88-5	衊	884A
2-88-6	衘	8858
2-88-7	衟	885F
2-88-8	衤	8864
2-88-9	𧘕	27615
2-88-10	𧘔	27614
2-88-11	衩	8869
2-88-12	𧘱	27631
2-88-13	衯	886F
2-88-14	袠	88A0
2-88-15	袼	88BC
2-88-16	袽	88BD
2-88-17	袾	88BE
2-88-18	裀	88C0
2-88-19	裒	88D2
2-88-20	𧚓	27693
2-88-21	裑	88D1
2-88-22	裓	88D3
2-88-23	裛	88DB
2-88-24	裰	88F0
2-88-25	裱	88F1
2-88-26	䙁	4641
2-88-27	褁	8901
2-88-28	𧜎	2770E
2-88-29	褷	8937
2-88-30	𧜣	27723
2-88-31	襂	8942
2-88-32	襅	8945
2-88-33	襉	8949
2-88-34	𧝒	27752
2-88-35	䙥	4665
2-88-36	襢	8962
2-88-37	覀	8980
2-88-38	覉	8989
2-88-39	覐	8990
2-88-40	覟	899F
2-88-41	覰	89B0
2-88-42	覷	89B7
2-88-43	觖	89D6
2-88-44	觘	89D8
2-88-45	觫	89EB
2-88-46	䚡	46A1
2-88-47	觱	89F1
2-88-48	觳	89F3
2-88-49	觽	89FD
2-88-50	觿	89FF
2-88-51	䚯	46AF
2-88-52	訑	8A11
2-88-53	訔	8A14
2-88-54	𧦅	27985
2-88-55	訡	8A21
2-88-56	訵	8A35
2-88-57	訾	8A3E
2-88-58	詅	8A45
2-88-59	詍	8A4D
